,state,text,lat,lon,followers,favorites,friends,statuses_count,compound,pos,neg
28,Alabama,"Iam ur dream make u real i'm ur eyes when u must steal i'm ur pain when u can't feel 
Sad but true",32.886360740740756,-86.81363913580245,306,3593,143,6901,,,
29,Alabama,Sad but I feel this way..: but if I could turn back time for that one. I would make a different decision. 😒😔 https://t.co/Y8OqQfjYw6,32.886360740740756,-86.81363913580245,599,2234,917,29230,,,
30,Alabama,I think maybe I should feel sad that my marriage ended but instead I just feel liberated ...? https://t.co/LWXvn3f4VI,32.886360740740756,-86.81363913580245,339,9180,211,14674,,,
31,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,642,124047,350,10578,,,
32,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,854,26169,2148,5531,,,
33,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,698,29435,142,13362,,,
34,Alabama,@Audrey_Houston @ByrdsTheWord87 I'm sorry you feel sad babe. I promise it wont stick around too long. Better opport… https://t.co/I4VxoUUGFg,32.886360740740756,-86.81363913580245,47,846,123,1146,,,
35,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,16,497,987,603,,,
36,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,24,25,1454,26,,,
37,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,27,41,1103,76,,,
38,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,10,40,1275,43,,,
39,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,23,70,1175,76,,,
40,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,17,51,1450,28,,,
41,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,9,20,1144,56,,,
42,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,5,13,1016,20,,,
43,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,9,33,1122,46,,,
44,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,17,66,948,54,,,
45,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,17,892,1020,773,,,
46,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,21,1050,1366,897,,,
47,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,89,104,1336,60,,,
48,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,16,32,1095,54,,,
49,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,388,15744,95,16718,,,
50,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,1244,44335,2521,27271,,,
51,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,134,2826,550,1678,,,
52,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,4525,159042,4996,156467,,,
53,Alabama,"RT @Hunterroberson: You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for…",32.886360740740756,-86.81363913580245,360,15024,156,1615,,,
54,Alabama,"You snoop so low to bring someone down or make their life hard just because your life is so sad... 

I feel so bad for people like this",32.886360740740756,-86.81363913580245,18530,40969,95,5684,,,
55,Alabama,"I was so proud to see him acting like a real man.  Now I can only feel sad FOR him for caving to the pressure. Yes,… https://t.co/A14PtsUkRr",32.886360740740756,-86.81363913580245,1392,2741,2891,34211,,,
56,Alabama,Sometimes I just feel really happy &amp; really sad all at the same time,32.886360740740756,-86.81363913580245,396,1813,542,2243,,,
57,Alabama,It’s sad that when I feel like I have my life together the only thing I can think about is when it will all come crashing back down,32.886360740740756,-86.81363913580245,374,1463,353,2317,,,
58,Alabama,@wdwyatt205 @GirlPosts @M_Vincente i would literally feel honored to catch him.. so sad,32.886360740740756,-86.81363913580245,643,25793,478,24519,,,
59,Alabama,Pls let it be some1 I don't care for so I won't feel sad about being too poor to go to a concert 🙏🏿 https://t.co/I6L48oQdxV,32.886360740740756,-86.81363913580245,95,8478,293,2851,,,
60,Alabama,@Meggsss_ YESSS...we've seen them all a million times! &amp; I literally cry evry single episode 😅 I'm so sad that it's… https://t.co/TdwyzfEsek,32.886360740740756,-86.81363913580245,106,448,106,678,,,
61,Alabama,Listening to @callyrgf - whew. I feel so moved and sad for what could have been for this year.,32.886360740740756,-86.81363913580245,4602,2952,2922,54107,,,
62,Alabama,RT @lmosh69_ga: @ABC So very sad ☹.  I feel terrible for all the people in Puerto Rico.,32.886360740740756,-86.81363913580245,6,271,51,482,,,
63,Alabama,@brookcty It's sad. I can feel the negative energy.,32.886360740740756,-86.81363913580245,113,1001,75,4852,,,
64,Alabama,RT @Larchitecte261: I finally wrote about you so beautifully that my friend said she teared up reading it &amp; I do'nt know if I should feel f…,32.886360740740756,-86.81363913580245,96,1195,111,2852,,,
65,Alabama,@ReallyAmerican1 @ShaunKing Sad but I am afraid its truer than most of us would like to believe 45 followers really… https://t.co/3V8wlNFU9c,32.886360740740756,-86.81363913580245,72,5637,168,2671,,,
66,Alabama,RT @lmosh69_ga: @ABC So very sad ☹.  I feel terrible for all the people in Puerto Rico.,32.886360740740756,-86.81363913580245,17,2735,115,1843,,,
67,Alabama,lord of the sad and lonely and the ones that feel like shit on the daily i got you,32.886360740740756,-86.81363913580245,144,5118,89,7491,,,
68,Alabama,i feel so empty an sad,32.886360740740756,-86.81363913580245,409,3784,115,24549,,,
69,Alabama,RT @Larchitecte261: I finally wrote about you so beautifully that my friend said she teared up reading it &amp; I do'nt know if I should feel f…,32.886360740740756,-86.81363913580245,969,15627,516,28548,,,
70,Alabama,RT @lmosh69_ga: @ABC So very sad ☹.  I feel terrible for all the people in Puerto Rico.,32.886360740740756,-86.81363913580245,3057,185447,5002,259065,,,
71,Alabama,"""I'm so goshdarn sad, I tell ya! Let me tell you how I feel without explicitly mentioning WHO is causing me to have… https://t.co/dakdQRhbtO",32.886360740740756,-86.81363913580245,144,4063,503,7955,,,
72,Alabama,@ABC So very sad ☹.  I feel terrible for all the people in Puerto Rico.,32.886360740740756,-86.81363913580245,16,5602,44,971,,,
73,Alabama,RT @Larchitecte261: I finally wrote about you so beautifully that my friend said she teared up reading it &amp; I do'nt know if I should feel f…,32.886360740740756,-86.81363913580245,687,21596,482,58647,,,
74,Alabama,RT @jade78052492: @Raider_35_24 @Mark12_11 @REDROSES7 @BostonBelle4 @LouFlynn_ted9 @Tallguy2436 @bos_fan_in_ak @NicollPatty I know. I feel…,32.886360740740756,-86.81363913580245,1375,1268,1278,26816,,,
75,Alabama,@Raider_35_24 @Mark12_11 @REDROSES7 @BostonBelle4 @LouFlynn_ted9 @Tallguy2436 @bos_fan_in_ak @NicollPatty I know. I… https://t.co/djwi4Iqu2e,32.886360740740756,-86.81363913580245,1352,53791,1149,34947,,,
76,Alabama,RT @Larchitecte261: I finally wrote about you so beautifully that my friend said she teared up reading it &amp; I do'nt know if I should feel f…,32.886360740740756,-86.81363913580245,1081,2162,686,9964,,,
77,Alabama,I finally wrote about you so beautifully that my friend said she teared up reading it &amp; I do'nt know if I should feel flattered or more sad.,32.886360740740756,-86.81363913580245,2168,16520,604,46933,,,
78,Alabama,@TheRoyalPosts Lots of class. Do you still watch MSNBC OR NBC? I feel so sad for you and them!!!!!,32.886360740740756,-86.81363913580245,47,584,128,883,,,
79,Alabama,@realDonaldTrump If you weren't such a terrible human being I would feel badly about how sad and pathetic you seem.,32.886360740740756,-86.81363913580245,77,8418,529,3883,,,
80,Alabama,"My maple shop is making more profits than my Carousell, am I supposed to feel happy or sad?",32.886360740740756,-86.81363913580245,376,11497,369,27157,,,
81,Alabama,"Awesome kid scientist sharing his breakthrough - if you don't have time to watch it all, I feel sad for you bc the… https://t.co/lEGLTtFxHY",32.886360740740756,-86.81363913580245,589,2017,576,1723,,,
82,Alabama,@JayGTate @AuburnRivals @DrIronstein I feel so sad for fans of other schools with tiger mascots. #Aubie,32.886360740740756,-86.81363913580245,63,1076,54,3725,,,
83,Alabama,"I feel bad for people who have to put others down to make themselves feel better, it's quite sad actually.",32.886360740740756,-86.81363913580245,258,1591,512,284,,,
84,Alabama,Anyways I did not find that Nico cosplayer so we never had our final battle. I feel empty I'll get you next time,32.886360740740756,-86.81363913580245,700,42028,291,28280,,,
85,Alabama,"Damn... I thought the breakup with my ex made me feel bad... 
This makes me feel empty and just like I’ve lost everything",32.886360740740756,-86.81363913580245,410,5340,1040,4041,,,
86,Alabama,"I hate when we don’t stay together, bed feel so empty 🤧",32.886360740740756,-86.81363913580245,271,6654,134,18967,,,
87,Alabama,Heart is broken all over again I don't know how to feel I'm just empty inside Rest In Peace Sankoh and Mumford ❤️,32.886360740740756,-86.81363913580245,793,863,577,6226,,,
88,Alabama,i feel so empty an sad,32.886360740740756,-86.81363913580245,409,3784,115,24549,,,
89,Alabama,I feel so empty https://t.co/74D6FBXATw,32.886360740740756,-86.81363913580245,1233,11189,943,73604,,,
90,Alabama,Dawg this Pinson game has me so anxious I feel like it's my senior year again,32.886360740740756,-86.81363913580245,775,4756,465,13038,,,
91,Alabama,I do best with just one cup of #coffee and find that more than that makes me feel #anxious. Be sure to always liste… https://t.co/F2wCQVIsvm,32.886360740740756,-86.81363913580245,107,2,90,3953,,,
92,Alabama,"Casually reading in Morgan hall &amp; I feel very anxious&amp; wrong, like I shld b writing a paper that’s due at midnight instead #fbf",32.886360740740756,-86.81363913580245,100,5446,325,1788,,,
93,Alabama,"@mrkruffalo youre welcome. idr the name of it but it was an SSRI, one of these: Prozac, Selfemra, Paxil, Pexeva, Zoloft, Celexa, or Lexapro",32.886360740740756,-86.81363913580245,157,17803,79,27228,,,
94,Alabama,ANNNDDDD the doctor changed me to Prozac and put me on a diet,32.886360740740756,-86.81363913580245,222,1611,420,6564,,,
95,Alabama,"@mrkruffalo youre welcome. idr the name of it but it was an SSRI, one of these: Prozac, Selfemra, Paxil, Pexeva, Zoloft, Celexa, or Lexapro",32.886360740740756,-86.81363913580245,157,17803,79,27228,,,
96,Alabama,9/29/16 I lost my best friend to suicide. I pass his house every single day and every time I look to see if he home or not out of habit..,32.886360740740756,-86.81363913580245,725,6104,1166,8906,,,
97,Alabama,I'm being bullied,32.886360740740756,-86.81363913580245,820,20854,870,35476,,,
98,Alabama,This. STOPS. NOW!!!! Stop bullying. Stand with me. I know I'm not alone. Neither is Zachman Mcmahan. Neither are... https://t.co/yDdmUaCduv,32.886360740740756,-86.81363913580245,7305,17896,6857,34612,,,
99,Alabama,"""It was bullying. Not acting. Stop talking to me was if you think I'm some ignorant child. "" https://t.co/yOXBRHuPTW",32.886360740740756,-86.81363913580245,321,157,166,2195,,,
100,Alabama,@BrandonWassell @hollinst @NRA States that have closed loophole by requiring check on each sale have seen dramatic… https://t.co/ZbdDjXWnWJ,32.886360740740756,-86.81363913580245,639,10601,515,12750,,,
101,Alabama,Causing violent crime drug addiction and suicide To Skyrocket the right-wing only brings up mental health when they… https://t.co/TFbBWbMp4o,32.886360740740756,-86.81363913580245,1118,3143,2669,9444,,,
102,Alabama,Reminder that Bob Costas lobbied for gun control during Sunday Night Football the day after a Chiefs player committed murder-suicide.,32.886360740740756,-86.81363913580245,4795,39368,1565,133425,,,
103,Alabama,"Man recently denied gun license kills 6 year-old son, commits suicide https://t.co/3ZJtuSL5Ja https://t.co/srAESyZNrv",32.886360740740756,-86.81363913580245,56380,1715,592,124738,,,
104,Alabama,Had me upset enough to be in a gun range for a week straight imaging them as my target https://t.co/ZRXhWsBOSU,32.886360740740756,-86.81363913580245,2538,25541,1242,330993,,,
105,Alabama,Had me upset enough to be in a gun range for a week straight imaging them as my target https://t.co/z48Jlkmwce,32.886360740740756,-86.81363913580245,2538,25541,1242,330993,,,
106,Alabama,"Yal got the gym, weed, alcohol, gun range, running, etc. me i got my thoughts and thats it. I physically cant release it",32.886360740740756,-86.81363913580245,1455,87784,980,122484,,,
107,Alabama,RT @mikeym00n: I've been diagnosed with PTSD. (President Trump Stress Disorder),32.886360740740756,-86.81363913580245,396,2420,1525,1036,,,
108,Alabama,RT @mikeym00n: I've been diagnosed with PTSD. (President Trump Stress Disorder),32.886360740740756,-86.81363913580245,545,50679,449,3956,,,
109,Alabama,RT @mikeym00n: I've been diagnosed with PTSD. (President Trump Stress Disorder),32.886360740740756,-86.81363913580245,238,101,345,1580,,,
110,Alabama,RT @mikeym00n: I've been diagnosed with PTSD. (President Trump Stress Disorder),32.886360740740756,-86.81363913580245,267,633,1103,2121,,,
111,Alabama,I've been diagnosed with PTSD. (President Trump Stress Disorder),32.886360740740756,-86.81363913580245,7088,181282,3821,30894,,,
112,Alabama,Hope i’m not being impulsive but i’m really finna block folks for not texting back like....,32.886360740740756,-86.81363913580245,4794,22502,2459,164540,,,
113,Alabama,"@vakaviti I don’t think it’s quite that calculating, though. He’s too impulsive.",32.886360740740756,-86.81363913580245,1252,882,603,116483,,,
114,Alabama,Hope i’m not being impulsive but i’m really finna block folks for not texting back like....,32.886360740740756,-86.81363913580245,4794,22502,2459,164540,,,
115,Arizona,We kill ourselves because we feel alone and horrifically depressed and the #resist group says we will never be one of them.,33.610081835564074,-111.64792657743786,31,152,186,297,,,
116,Arizona,"Did you Know You can TEXT someone when you feel alone, depressed and don't want to talk? Text 741741 to Crisis TEXT… https://t.co/ELWJVmE7FQ",33.610081835564074,-111.64792657743786,56,11,166,48,,,
117,Arizona,@GeorgeTakei @missmayim We are failing them and I feel SO HELPLESS!! Please someone get help there NOW! Should have been 2 weeks ago! Grrr!,33.610081835564074,-111.64792657743786,52,47,137,190,,,
118,Arizona,"@Danisaur567 Yeah I just feel helpless 😞 It’s okay though, the joys of being a women lol",33.610081835564074,-111.64792657743786,377,17537,444,26166,,,
119,Arizona,it honestly makes me sad/jealous seeing 2 ppl mutually in love bc i get fucked over so much and i almost feel helpless,33.610081835564074,-111.64792657743786,608,17872,205,33988,,,
120,Arizona,I don't ask for prayers but I could use some thoughts for my grandpa they aren't sure he's going to make it through the day. I feel helpless,33.610081835564074,-111.64792657743786,438,3812,240,9592,,,
121,Arizona,I feel so helpless with these stories. https://t.co/a3tbcowV7s,33.610081835564074,-111.64792657743786,110,589,119,999,,,
122,Arizona,i feel so  Worthless  hope i don’t wake up feeling the same  :@@,33.610081835564074,-111.64792657743786,755,86628,113,39990,,,
123,Arizona,I feel worthless,33.610081835564074,-111.64792657743786,919,42670,2227,31317,,,
124,Arizona,the same person who told me they loved me every day &amp; held me every night makes me feel so worthless like I fr don't even want this life,33.610081835564074,-111.64792657743786,1212,1249,905,18767,,,
125,Arizona,I feel so worthless sometimes.,33.610081835564074,-111.64792657743786,473,7917,589,3724,,,
126,Arizona,I would rather have a handful of true friends than someone who would make me feel so special then turn around and call me worthless.,33.610081835564074,-111.64792657743786,5,1,3,198,,,
127,Arizona,It’s about to be my birthday and I feel worthless,33.610081835564074,-111.64792657743786,497,24494,359,13607,,,
128,Arizona,RT @yoofrench: I feel like a sad little bitch.,33.610081835564074,-111.64792657743786,228,2598,334,4546,,,
129,Arizona,I feel like a sad little bitch.,33.610081835564074,-111.64792657743786,296,10949,260,10354,,,
130,Arizona,@realDonaldTrump I FEEL SORRY FOR BARON. I BET HES EMBARRASSED TO HAVE YOU AS A ROLE MODEL.SAD!,33.610081835564074,-111.64792657743786,112,14447,485,2614,,,
131,Arizona,"I miss y'all man, but I always feel your souls around me which doesn't make me feel too sad. 🙏💚 https://t.co/NIgGJoSUTr",33.610081835564074,-111.64792657743786,1286,3350,323,91266,,,
132,Arizona,@jaketapper I am trying to judge them by the actions and that makes me feel sad and mad,33.610081835564074,-111.64792657743786,50,868,256,1683,,,
133,Arizona,"@LeBatardShow I feel like this tweet needs a ""SAD!"" At the end to top it off 😂😂",33.610081835564074,-111.64792657743786,88,1382,387,5977,,,
134,Arizona,@realDonaldTrump I was pissed at u yesterday and now realize that's just fuel that feeds u...so today as you sink 2… https://t.co/VAE8JdPpJd,33.610081835564074,-111.64792657743786,10,45,23,180,,,
135,Arizona,@allen_paca That makes me sad though! I didn't like making him mad or offending him! He's a nice guy and now I can'… https://t.co/qVN8fTPjMY,33.610081835564074,-111.64792657743786,399,1344,1046,872,,,
136,Arizona,"I feel sad. Not just the quick, maarte kind of sad but the feeling of emptiness kind of sad.",33.610081835564074,-111.64792657743786,127,1829,228,5374,,,
137,Arizona,I can’t explain how sad it is that I feel like this is my anthem currently 😩💜 https://t.co/ERopOQOGMN,33.610081835564074,-111.64792657743786,563,100040,408,60776,,,
138,Arizona,i sang for my family today n they made me feel like i’m so much better than i actually am i’m sad,33.610081835564074,-111.64792657743786,639,58204,200,36144,,,
139,Arizona,I feel it's a sad day when I can't finish my in and out,33.610081835564074,-111.64792657743786,66,1304,108,461,,,
140,Arizona,Sad or something... My Bf keeps making me feel like shit for suggesting breaking up. Saying I'll never find someone to put up with me.,33.610081835564074,-111.64792657743786,260,63323,723,16092,,,
141,Arizona,@Kathy4Truth I feel sad for the German people,33.610081835564074,-111.64792657743786,904,3369,2830,153,,,
142,Arizona,I feel like dean dobbs is under appreciated and it makes me sad because he seems so genuinely sweet and talented.,33.610081835564074,-111.64792657743786,281,10506,160,26699,,,
143,Arizona,@GarrettHaake for some reason these tweets on this day feel different; i feel so sad.  so sad that this monster is @realDonaldTrump is Prez.,33.610081835564074,-111.64792657743786,87,1799,277,1986,,,
144,Arizona,iStill feel so sad for jin  i’m skjdjdbdnd,33.610081835564074,-111.64792657743786,755,86628,113,39990,,,
145,Arizona,@redd4lif76 @TheJennTracker @realDonaldTrump @POTUS I feel bad for the people there. It is a very sad situation.,33.610081835564074,-111.64792657743786,96,7599,226,332,,,
146,Arizona,Im so sad I want to cry i feel like thisnis goodbye💔,33.610081835564074,-111.64792657743786,150,432,259,521,,,
147,Arizona,I'm not even sad I'm mad and I feel like a fucking idiot!,33.610081835564074,-111.64792657743786,779,7397,524,5919,,,
148,Arizona,I feel really goofy when I give people huge smiles and wave at them but then all they do is give me that sad little side smile hah,33.610081835564074,-111.64792657743786,393,5389,257,4413,,,
149,Arizona,RT @alicia_cornejo_: Im sad. And I feel like im stupid for being sad even though this is a legit reason to be sad?🤷🏽‍♀️,33.610081835564074,-111.64792657743786,320,1392,278,760,,,
150,Arizona,"My heart really get sad for stuff like that , like I legit feel it in my core 😩",33.610081835564074,-111.64792657743786,379,693,152,1485,,,
151,Arizona,"Seriously.  You should feel horrifically sad for the Thelyphonida.  It really doesn't fit in.  It's nature's freak bug.

I still like it.",33.610081835564074,-111.64792657743786,175,964,123,31991,,,
152,Arizona,I feel so sad tonight somebody help,33.610081835564074,-111.64792657743786,1186,19106,885,7696,,,
153,Arizona,"When I'm feeling sad, he makes me feel inspired",33.610081835564074,-111.64792657743786,272,2129,928,16900,,,
154,Arizona,RT @Crystal_Fishy: @damer_999 I always feel so sad for foxes.,33.610081835564074,-111.64792657743786,13486,62813,4116,109088,,,
155,Arizona,@damer_999 I always feel so sad for foxes.,33.610081835564074,-111.64792657743786,42864,338208,44974,417643,,,
156,Arizona,I'm missing out on so many birthdays &amp; family gatherings back home and ugh it's just really sad ya feel,33.610081835564074,-111.64792657743786,1556,62403,2055,24279,,,
157,Arizona,RT @alicia_cornejo_: Im sad. And I feel like im stupid for being sad even though this is a legit reason to be sad?🤷🏽‍♀️,33.610081835564074,-111.64792657743786,212,4977,285,992,,,
158,Arizona,"RT @yungm3ssiah: I rather look stupid than feel sad, cuz fuck what ppl think. Smh not finna be sad over someone who should've never mattere…",33.610081835564074,-111.64792657743786,893,19023,280,56467,,,
159,Arizona,"I rather look stupid than feel sad, cuz fuck what ppl think. Smh not finna be sad over someone who should've never… https://t.co/1J2NMVVkGx",33.610081835564074,-111.64792657743786,717,27797,873,81932,,,
160,Arizona,Im sad. And I feel like im stupid for being sad even though this is a legit reason to be sad?🤷🏽‍♀️,33.610081835564074,-111.64792657743786,138,822,202,1106,,,
161,Arizona,Oh how I feel so sad now that I wanna leave...🤷🏾‍♀️,33.610081835564074,-111.64792657743786,1065,2876,755,22714,,,
162,Arizona,"Terrible, sad, but I can't help what I feel, if this was Hillary on the ground, it would be wonderful, it would be JUSTICE",33.610081835564074,-111.64792657743786,449,995,1047,5716,,,
163,Arizona,whenever i’m sad i literally look at pictures of myself to feel better lmao,33.610081835564074,-111.64792657743786,6430,46598,338,77367,,,
164,Arizona,The pain I feel for him..so sad 😞 https://t.co/J6eGZKRk7g,33.610081835564074,-111.64792657743786,420,3019,710,1402,,,
165,Arizona,i feel so sad n disappointed rn =/,33.610081835564074,-111.64792657743786,290,20130,967,4256,,,
166,Arizona,@mfaulkner43 Yes. I'm sad that these are the behaviors and actions we have come to. That family members of military feel stuck in the middle,33.610081835564074,-111.64792657743786,1113,1338,854,3641,,,
167,Arizona,@blurredshits @sidelust your thinking. To act with out thought. Is thoughtless. Explain sad . Answer to feel as I d… https://t.co/6kz3NbDdn5,33.610081835564074,-111.64792657743786,1037,12269,4996,6709,,,
168,Arizona,@Ryland_TakeNoL @CavsSportsTalk I feel you i just didn't really look at Green as that kind of player that would pla… https://t.co/BjwYBpTWtk,33.610081835564074,-111.64792657743786,308,104629,275,21252,,,
169,Arizona,@YellowHaynes @Sum_Fool @danbickley Seemingly nothing is good in American History?  You are sad and I feel sorry fo… https://t.co/tN0cX096jB,33.610081835564074,-111.64792657743786,34,206,52,298,,,
170,Arizona,I wasted a cute outfit on today so I feel a weird mix of hot and also very sad and angry. https://t.co/xx3PRyitwk,33.610081835564074,-111.64792657743786,761,24333,645,25453,,,
171,Arizona,"@realDonaldTrump @nytimes @wapo In case no one has told you today....You're PATHETIC, DISGUSTING AND SAD. I feel better now don't you?",33.610081835564074,-111.64792657743786,120,1856,378,1654,,,
